Station,Date,Flow
02HC032,1972-05-17,0.53
02HC032,1972-05-18,0.45
02HC032,1972-05-19,0.396
02HC032,1972-05-20,0.337
02HC032,1972-05-21,0.289
02HC032,1972-05-22,0.263
02HC032,1972-05-23,0.227
02HC032,1972-05-24,0.207
02HC032,1972-05-25,0.184
02HC032,1972-05-26,0.159
02HC032,1972-05-27,0.122
02HC032,1972-05-28,0.133
02HC032,1972-05-29,0.127
02HC032,1972-05-30,0.133
02HC032,1972-05-31,0.164
02HC032,1972-06-01,0.261
02HC032,1972-06-02,0.283
02HC032,1972-06-03,0.232
02HC032,1972-06-04,0.218
02HC032,1972-06-05,0.178
02HC032,1972-06-06,0.15
02HC032,1972-06-07,0.133
02HC032,1972-06-08,0.122
02HC032,1972-06-09,0.13
02HC032,1972-06-10,0.119
02HC032,1972-06-11,0.108
02HC032,1972-06-12,0.105
02HC032,1972-06-13,0.102
02HC032,1972-06-14,0.096
02HC032,1972-06-15,0.093
02HC032,1972-06-16,0.071
02HC032,1972-06-17,0.068
02HC032,1972-06-18,0.068
02HC032,1972-06-19,0.065
02HC032,1972-06-20,0.071
02HC032,1972-06-21,0.105
02HC032,1972-06-22,0.153
02HC032,1972-06-23,0.309
02HC032,1972-06-24,0.552
02HC032,1972-06-25,0.538
02HC032,1972-06-26,0.411
02HC032,1972-06-27,0.3
02HC032,1972-06-28,0.255
02HC032,1972-06-29,0.181
02HC032,1972-06-30,0.238
02HC032,1972-07-01,0.241
02HC032,1972-07-02,0.195
02HC032,1972-07-03,0.258
02HC032,1972-07-04,0.246
02HC032,1972-07-05,0.198
02HC032,1972-07-06,0.113
02HC032,1972-07-07,0.122
02HC032,1972-07-08,0.11
02HC032,1972-07-09,0.105
02HC032,1972-07-10,0.102
02HC032,1972-07-11,0.091
02HC032,1972-07-12,0.088
02HC032,1972-07-13,0.082
02HC032,1972-07-14,0.093
02HC032,1972-07-15,0.108
02HC032,1972-07-16,0.127
02HC032,1972-07-17,0.139
02HC032,1972-07-18,0.113
02HC032,1972-07-19,0.102
02HC032,1972-07-20,0.093
02HC032,1972-07-21,0.088
02HC032,1972-07-22,0.074
02HC032,1972-07-23,0.071
02HC032,1972-07-24,0.065
02HC032,1972-07-25,0.062
02HC032,1972-07-26,0.059
02HC032,1972-07-27,0.059
02HC032,1972-07-28,0.059
02HC032,1972-07-29,0.059
02HC032,1972-07-30,0.059
02HC032,1972-07-31,0.057
02HC032,1972-08-01,0.059
02HC032,1972-08-02,0.068
02HC032,1972-08-03,0.076
02HC032,1972-08-04,0.059
02HC032,1972-08-05,0.059
02HC032,1972-08-06,0.059
02HC032,1972-08-07,0.076
02HC032,1972-08-08,0.074
02HC032,1972-08-09,0.082
02HC032,1972-08-10,0.071
02HC032,1972-08-11,0.065
02HC032,1972-08-12,0.074
02HC032,1972-08-13,0.079
02HC032,1972-08-14,0.093
02HC032,1972-08-15,0.079
02HC032,1972-08-16,0.065
02HC032,1972-08-17,0.071
02HC032,1972-08-18,0.065
02HC032,1972-08-19,0.062
02HC032,1972-08-20,0.059
02HC032,1972-08-21,0.059
02HC032,1972-08-22,0.059
02HC032,1972-08-23,1.19
02HC032,1972-08-24,0.977
02HC032,1972-08-25,0.402
02HC032,1972-08-26,0.193
02HC032,1972-08-27,0.156
02HC032,1972-08-28,0.127
02HC032,1972-08-29,0.122
02HC032,1972-08-30,0.116
02HC032,1972-08-31,0.102
02HC032,1972-09-01,0.093
02HC032,1972-09-02,0.088
02HC032,1972-09-03,0.088
02HC032,1972-09-04,0.082
02HC032,1972-09-05,0.076
02HC032,1972-09-06,0.076
02HC032,1972-09-07,0.074
02HC032,1972-09-08,0.113
02HC032,1972-09-09,0.099
02HC032,1972-09-10,0.076
02HC032,1972-09-11,0.068
02HC032,1972-09-12,0.068
02HC032,1972-09-13,0.071
02HC032,1972-09-14,0.074
02HC032,1972-09-15,0.071
02HC032,1972-09-16,0.071
02HC032,1972-09-17,0.071
02HC032,1972-09-18,0.068
02HC032,1972-09-19,0.068
02HC032,1972-09-20,0.062
02HC032,1972-09-21,0.062
02HC032,1972-09-22,0.062
02HC032,1972-09-23,0.062
02HC032,1972-09-24,0.068
02HC032,1972-09-25,0.065
02HC032,1972-09-26,0.088
02HC032,1972-09-27,0.076
02HC032,1972-09-28,0.065
02HC032,1972-09-29,0.079
02HC032,1972-09-30,0.15
02HC032,1972-10-01,0.139
02HC032,1972-10-02,0.161
02HC032,1972-10-03,0.125
02HC032,1972-10-04,0.108
02HC032,1972-10-05,0.096
02HC032,1972-10-06,0.176
02HC032,1972-10-07,0.21
02HC032,1972-10-08,0.195
02HC032,1972-10-09,0.161
02HC032,1972-10-10,0.127
02HC032,1972-10-11,0.119
02HC032,1972-10-12,0.108
02HC032,1972-10-13,0.113
02HC032,1972-10-14,0.11
02HC032,1972-10-15,0.108
02HC032,1972-10-16,0.105
02HC032,1972-10-17,0.099
02HC032,1972-10-18,0.105
02HC032,1972-10-19,0.11
02HC032,1972-10-20,0.105
02HC032,1972-10-21,0.11
02HC032,1972-10-22,0.153
02HC032,1972-10-23,0.68
02HC032,1972-10-24,0.682
02HC032,1972-10-25,0.47
02HC032,1972-10-26,0.348
02HC032,1972-10-27,0.289
02HC032,1972-10-28,0.261
02HC032,1972-10-29,0.473
02HC032,1972-10-30,0.527
02HC032,1972-10-31,0.388
02HC032,1972-11-01,0.309
02HC032,1972-11-02,0.45
02HC032,1972-11-03,0.538
02HC032,1972-11-04,0.445
02HC032,1972-11-05,0.396
02HC032,1972-11-06,0.357
02HC032,1972-11-07,0.303
02HC032,1972-11-08,0.759
02HC032,1972-11-09,0.855
02HC032,1972-11-10,0.626
02HC032,1972-11-11,0.515
02HC032,1972-11-12,0.439
02HC032,1972-11-13,0.476
02HC032,1972-11-14,0.462
02HC032,1972-11-15,0.391
02HC032,1972-11-16,0.334
02HC032,1972-11-17,0.306
02HC032,1972-11-18,0.317
02HC032,1972-11-19,0.32
02HC032,1972-11-20,0.337
02HC032,1972-11-21,0.278
02HC032,1972-11-22,0.266
02HC032,1972-11-23,0.261
02HC032,1972-11-24,0.258
02HC032,1972-11-25,0.261
02HC032,1972-11-26,0.351
02HC032,1972-11-27,0.518
02HC032,1972-11-28,0.467
02HC032,1972-11-29,0.374
02HC032,1972-11-30,0.292
02HC032,1972-12-01,0.255
02HC032,1972-12-02,0.232
02HC032,1972-12-03,0.218
02HC032,1972-12-04,0.204
02HC032,1972-12-05,0.193
02HC032,1972-12-06,0.368
02HC032,1972-12-07,0.651
02HC032,1972-12-08,0.51
02HC032,1972-12-09,0.394
02HC032,1972-12-10,0.36
02HC032,1972-12-11,0.328
02HC032,1972-12-12,0.453
02HC032,1972-12-13,1.16
02HC032,1972-12-14,0.968
02HC032,1972-12-15,0.784
02HC032,1972-12-16,0.623
02HC032,1972-12-17,0.481
02HC032,1972-12-18,0.396
02HC032,1972-12-19,0.425
02HC032,1972-12-20,0.396
02HC032,1972-12-21,0.368
02HC032,1972-12-22,0.354
02HC032,1972-12-23,0.354
02HC032,1972-12-24,0.354
02HC032,1972-12-25,0.357
02HC032,1972-12-26,0.362
02HC032,1972-12-27,0.362
02HC032,1972-12-28,0.351
02HC032,1972-12-29,0.345
02HC032,1972-12-30,0.34
02HC032,1972-12-31,0.595
02HC032,1973-01-01,1.44
02HC032,1973-01-02,1.08
02HC032,1973-01-03,0.878
02HC032,1973-01-04,0.804
02HC032,1973-01-05,0.68
02HC032,1973-01-06,0.566
02HC032,1973-01-07,0.453
02HC032,1973-01-08,0.382
02HC032,1973-01-09,0.34
02HC032,1973-01-10,0.32
02HC032,1973-01-11,0.303
02HC032,1973-01-12,0.294
02HC032,1973-01-13,0.289
02HC032,1973-01-14,0.283
02HC032,1973-01-15,0.278
02HC032,1973-01-16,0.275
02HC032,1973-01-17,0.272
02HC032,1973-01-18,0.643
02HC032,1973-01-19,4.25
02HC032,1973-01-20,3.43
02HC032,1973-01-21,1.98
02HC032,1973-01-22,2.27
02HC032,1973-01-23,2.72
02HC032,1973-01-24,1.13
02HC032,1973-01-25,0.765
02HC032,1973-01-26,0.651
02HC032,1973-01-27,0.566
02HC032,1973-01-28,0.524
02HC032,1973-01-29,0.481
02HC032,1973-01-30,0.453
02HC032,1973-01-31,0.425
02HC032,1973-02-01,0.411
02HC032,1973-02-02,3.88
02HC032,1973-02-03,6.51
02HC032,1973-02-04,2.42
02HC032,1973-02-05,1.13
02HC032,1973-02-06,0.85
02HC032,1973-02-07,0.481
02HC032,1973-02-08,0.311
02HC032,1973-02-09,0.311
02HC032,1973-02-10,0.241
02HC032,1973-02-11,0.227
02HC032,1973-02-12,0.212
02HC032,1973-02-13,0.201
02HC032,1973-02-14,0.187
02HC032,1973-02-15,0.181
02HC032,1973-02-16,0.176
02HC032,1973-02-17,0.17
02HC032,1973-02-18,0.164
02HC032,1973-02-19,0.161
02HC032,1973-02-20,0.167
02HC032,1973-02-21,0.17
02HC032,1973-02-22,0.176
02HC032,1973-02-23,0.181
02HC032,1973-02-24,0.193
02HC032,1973-02-25,0.187
02HC032,1973-02-26,0.181
02HC032,1973-02-27,0.176
02HC032,1973-02-28,0.167
02HC032,1973-03-01,0.17
02HC032,1973-03-02,0.193
02HC032,1973-03-03,1.7
02HC032,1973-03-04,4.25
02HC032,1973-03-05,3.68
02HC032,1973-03-06,3.43
02HC032,1973-03-07,3.85
02HC032,1973-03-08,3.17
02HC032,1973-03-09,2.08
02HC032,1973-03-10,1.56
02HC032,1973-03-11,5.04
02HC032,1973-03-12,6.03
02HC032,1973-03-13,2.97
02HC032,1973-03-14,3
02HC032,1973-03-15,2.97
02HC032,1973-03-16,2.19
02HC032,1973-03-17,2.79
02HC032,1973-03-18,1.42
02HC032,1973-03-19,1.33
02HC032,1973-03-20,1.27
02HC032,1973-03-21,1.25
02HC032,1973-03-22,1.2
02HC032,1973-03-23,1.27
02HC032,1973-03-24,1.87
02HC032,1973-03-25,2.6
02HC032,1973-03-26,2.62
02HC032,1973-03-27,2.23
02HC032,1973-03-28,1.6
02HC032,1973-03-29,2.21
02HC032,1973-03-30,2.62
02HC032,1973-03-31,2.38
02HC032,1973-04-01,3.94
02HC032,1973-04-02,4.59
02HC032,1973-04-03,6.17
02HC032,1973-04-04,4.19
02HC032,1973-04-05,3.03
02HC032,1973-04-06,2.17
02HC032,1973-04-07,1.67
02HC032,1973-04-08,1.31
02HC032,1973-04-09,1.14
02HC032,1973-04-10,0.951
02HC032,1973-04-11,0.813
02HC032,1973-04-12,0.716
02HC032,1973-04-13,0.799
02HC032,1973-04-14,0.626
02HC032,1973-04-15,0.569
02HC032,1973-04-16,0.544
02HC032,1973-04-17,0.507
02HC032,1973-04-18,0.439
02HC032,1973-04-19,0.479
02HC032,1973-04-20,0.479
02HC032,1973-04-21,0.51
02HC032,1973-04-22,0.53
02HC032,1973-04-23,0.597
02HC032,1973-04-24,0.518
02HC032,1973-04-25,0.459
02HC032,1973-04-26,0.439
02HC032,1973-04-27,0.456
02HC032,1973-04-28,1.36
02HC032,1973-04-29,1.12
02HC032,1973-04-30,0.821
02HC032,1973-05-01,0.702
02HC032,1973-05-02,0.702
02HC032,1973-05-03,0.75
02HC032,1973-05-04,0.719
02HC032,1973-05-05,0.682
02HC032,1973-05-06,0.569
02HC032,1973-05-07,0.515
02HC032,1973-05-08,0.527
02HC032,1973-05-09,0.997
02HC032,1973-05-10,0.878
02HC032,1973-05-11,1.27
02HC032,1973-05-12,0.997
02HC032,1973-05-13,0.745
02HC032,1973-05-14,0.631
02HC032,1973-05-15,0.583
02HC032,1973-05-16,0.552
02HC032,1973-05-17,0.521
02HC032,1973-05-18,0.496
02HC032,1973-05-19,0.422
02HC032,1973-05-20,0.416
02HC032,1973-05-21,0.413
02HC032,1973-05-22,0.399
02HC032,1973-05-23,0.36
02HC032,1973-05-24,0.32
02HC032,1973-05-25,0.306
02HC032,1973-05-26,0.377
02HC032,1973-05-27,0.45
02HC032,1973-05-28,0.926
02HC032,1973-05-29,1.2
02HC032,1973-05-30,0.736
02HC032,1973-05-31,0.682
02HC032,1973-06-01,0.609
02HC032,1973-06-02,0.524
02HC032,1973-06-03,0.445
02HC032,1973-06-04,0.402
02HC032,1973-06-05,0.385
02HC032,1973-06-06,0.385
02HC032,1973-06-07,0.402
02HC032,1973-06-08,0.399
02HC032,1973-06-09,0.351
02HC032,1973-06-10,0.286
02HC032,1973-06-11,0.255
02HC032,1973-06-12,0.229
02HC032,1973-06-13,0.218
02HC032,1973-06-14,0.184
02HC032,1973-06-15,0.161
02HC032,1973-06-16,0.15
02HC032,1973-06-17,0.147
02HC032,1973-06-18,0.167
02HC032,1973-06-19,0.156
02HC032,1973-06-20,0.144
02HC032,1973-06-21,0.139
02HC032,1973-06-22,0.125
02HC032,1973-06-23,0.122
02HC032,1973-06-24,0.161
02HC032,1973-06-25,0.19
02HC032,1973-06-26,0.164
02HC032,1973-06-27,0.181
02HC032,1973-06-28,0.286
02HC032,1973-06-29,0.597
02HC032,1973-06-30,0.396
02HC032,1973-07-01,0.297
02HC032,1973-07-02,0.244
02HC032,1973-07-03,0.207
02HC032,1973-07-04,0.19
02HC032,1973-07-05,0.246
02HC032,1973-07-06,0.204
02HC032,1973-07-07,0.161
02HC032,1973-07-08,0.133
02HC032,1973-07-09,0.116
02HC032,1973-07-10,0.105
02HC032,1973-07-11,0.102
02HC032,1973-07-12,0.099
02HC032,1973-07-13,0.102
02HC032,1973-07-14,0.099
02HC032,1973-07-15,0.091
02HC032,1973-07-16,0.091
02HC032,1973-07-17,0.085
02HC032,1973-07-18,0.079
02HC032,1973-07-19,0.079
02HC032,1973-07-20,0.076
02HC032,1973-07-21,0.076
02HC032,1973-07-22,0.071
02HC032,1973-07-23,0.068
02HC032,1973-07-24,0.068
02HC032,1973-07-25,0.068
02HC032,1973-07-26,0.079
02HC032,1973-07-27,0.091
02HC032,1973-07-28,0.085
02HC032,1973-07-29,0.085
02HC032,1973-07-30,0.082
02HC032,1973-07-31,0.085
02HC032,1973-08-01,0.167
02HC032,1973-08-02,0.19
02HC032,1973-08-03,0.164
02HC032,1973-08-04,0.119
02HC032,1973-08-05,0.102
02HC032,1973-08-06,0.102
02HC032,1973-08-07,0.102
02HC032,1973-08-08,0.093
02HC032,1973-08-09,0.088
02HC032,1973-08-10,0.093
02HC032,1973-08-11,0.093
02HC032,1973-08-12,0.082
02HC032,1973-08-13,0.082
02HC032,1973-08-14,0.085
02HC032,1973-08-15,0.085
02HC032,1973-08-16,0.079
02HC032,1973-08-17,0.076
02HC032,1973-08-18,0.127
02HC032,1973-08-19,0.147
02HC032,1973-08-20,0.133
02HC032,1973-08-21,0.119
02HC032,1973-08-22,0.096
02HC032,1973-08-23,0.091
02HC032,1973-08-24,0.091
02HC032,1973-08-25,0.085
02HC032,1973-08-26,0.079
02HC032,1973-08-27,0.079
02HC032,1973-08-28,0.076
02HC032,1973-08-29,0.071
02HC032,1973-08-30,0.068
02HC032,1973-08-31,0.068
02HC032,1973-09-01,0.068
02HC032,1973-09-02,0.071
02HC032,1973-09-03,0.068
02HC032,1973-09-04,0.065
02HC032,1973-09-05,0.068
02HC032,1973-09-06,0.068
02HC032,1973-09-07,0.068
02HC032,1973-09-08,0.068
02HC032,1973-09-09,0.065
02HC032,1973-09-10,0.068
02HC032,1973-09-11,0.068
02HC032,1973-09-12,0.068
02HC032,1973-09-13,0.071
02HC032,1973-09-14,0.071
02HC032,1973-09-15,0.068
02HC032,1973-09-16,0.065
02HC032,1973-09-17,0.105
02HC032,1973-09-18,0.096
02HC032,1973-09-19,0.057
02HC032,1973-09-20,0.068
02HC032,1973-09-21,0.071
02HC032,1973-09-22,0.093
02HC032,1973-09-23,0.099
02HC032,1973-09-24,0.085
02HC032,1973-09-25,0.085
02HC032,1973-09-26,0.079
02HC032,1973-09-27,0.076
02HC032,1973-09-28,0.076
02HC032,1973-09-29,0.076
02HC032,1973-09-30,0.076
02HC032,1973-10-01,0.074
02HC032,1973-10-02,0.093
02HC032,1973-10-03,0.108
02HC032,1973-10-04,0.096
02HC032,1973-10-05,0.091
02HC032,1973-10-06,0.091
02HC032,1973-10-07,0.091
02HC032,1973-10-08,0.088
02HC032,1973-10-09,0.085
02HC032,1973-10-10,0.085
02HC032,1973-10-11,0.085
02HC032,1973-10-12,0.085
02HC032,1973-10-13,0.088
02HC032,1973-10-14,0.099
02HC032,1973-10-15,0.088
02HC032,1973-10-16,0.085
02HC032,1973-10-17,0.096
02HC032,1973-10-18,0.091
02HC032,1973-10-19,0.093
02HC032,1973-10-20,0.102
02HC032,1973-10-21,0.096
02HC032,1973-10-22,0.091
02HC032,1973-10-23,0.088
02HC032,1973-10-24,0.088
02HC032,1973-10-25,0.091
02HC032,1973-10-26,0.091
02HC032,1973-10-27,0.088
02HC032,1973-10-28,0.091
02HC032,1973-10-29,0.113
02HC032,1973-10-30,0.261
02HC032,1973-10-31,0.334
02HC032,1973-11-01,0.439
02HC032,1973-11-02,0.394
02HC032,1973-11-03,0.399
02HC032,1973-11-04,0.331
02HC032,1973-11-05,0.289
02HC032,1973-11-06,0.286
02HC032,1973-11-07,0.263
02HC032,1973-11-08,0.249
02HC032,1973-11-09,0.224
02HC032,1973-11-10,0.195
02HC032,1973-11-11,0.19
02HC032,1973-11-12,0.187
02HC032,1973-11-13,0.181
02HC032,1973-11-14,0.181
02HC032,1973-11-15,0.337
02HC032,1973-11-16,0.578
02HC032,1973-11-17,0.459
02HC032,1973-11-18,0.388
02HC032,1973-11-19,0.394
02HC032,1973-11-20,0.362
02HC032,1973-11-21,0.345
02HC032,1973-11-22,0.379
02HC032,1973-11-23,0.362
02HC032,1973-11-24,0.36
02HC032,1973-11-25,0.453
02HC032,1973-11-26,0.402
02HC032,1973-11-27,0.362
02HC032,1973-11-28,0.53
02HC032,1973-11-29,0.847
02HC032,1973-11-30,0.612
02HC032,1973-12-01,0.484
02HC032,1973-12-02,0.396
02HC032,1973-12-03,0.382
02HC032,1973-12-04,0.379
02HC032,1973-12-05,0.425
02HC032,1973-12-06,0.425
02HC032,1973-12-07,0.382
02HC032,1973-12-08,0.357
02HC032,1973-12-09,0.348
02HC032,1973-12-10,0.345
02HC032,1973-12-11,0.331
02HC032,1973-12-12,0.311
02HC032,1973-12-13,0.266
02HC032,1973-12-14,0.215
02HC032,1973-12-15,0.17
02HC032,1973-12-16,0.142
02HC032,1973-12-17,0.113
02HC032,1973-12-18,0.099
02HC032,1973-12-19,0.105
02HC032,1973-12-20,0.108
02HC032,1973-12-21,0.113
02HC032,1973-12-22,0.11
02HC032,1973-12-23,0.108
02HC032,1973-12-24,0.11
02HC032,1973-12-25,0.15
02HC032,1973-12-26,0.224
02HC032,1973-12-27,0.49
02HC032,1973-12-28,0.538
02HC032,1973-12-29,0.467
02HC032,1973-12-30,0.365
02HC032,1973-12-31,0.337
02HC032,1974-01-01,0.306
02HC032,1974-01-02,0.278
02HC032,1974-01-03,0.261
02HC032,1974-01-04,0.246
02HC032,1974-01-05,0.235
02HC032,1974-01-06,0.224
02HC032,1974-01-07,0.218
02HC032,1974-01-08,0.212
02HC032,1974-01-09,0.207
02HC032,1974-01-10,0.198
02HC032,1974-01-11,0.195
02HC032,1974-01-12,0.193
02HC032,1974-01-13,0.19
02HC032,1974-01-14,0.19
02HC032,1974-01-15,0.187
02HC032,1974-01-16,0.187
02HC032,1974-01-17,0.184
02HC032,1974-01-18,0.181
02HC032,1974-01-19,0.181
02HC032,1974-01-20,0.198
02HC032,1974-01-21,0.453
02HC032,1974-01-22,0.425
02HC032,1974-01-23,0.382
02HC032,1974-01-24,0.34
02HC032,1974-01-25,0.306
02HC032,1974-01-26,0.275
02HC032,1974-01-27,1.13
02HC032,1974-01-28,2.27
02HC032,1974-01-29,1.47
02HC032,1974-01-30,1.22
02HC032,1974-01-31,1.44
02HC032,1974-02-01,1.76
02HC032,1974-02-02,1.67
02HC032,1974-02-03,1.36
02HC032,1974-02-04,0.765
02HC032,1974-02-05,0.651
02HC032,1974-02-06,0.566
02HC032,1974-02-07,0.481
02HC032,1974-02-08,0.439
02HC032,1974-02-09,0.396
02HC032,1974-02-10,0.368
02HC032,1974-02-11,0.345
02HC032,1974-02-12,0.334
02HC032,1974-02-13,0.32
02HC032,1974-02-14,0.311
02HC032,1974-02-15,0.306
02HC032,1974-02-16,0.3
02HC032,1974-02-17,0.294
02HC032,1974-02-18,0.289
02HC032,1974-02-19,0.286
02HC032,1974-02-20,0.283
02HC032,1974-02-21,0.283
02HC032,1974-02-22,0.371
02HC032,1974-02-23,0.991
02HC032,1974-02-24,0.793
02HC032,1974-02-25,0.623
02HC032,1974-02-26,0.453
02HC032,1974-02-27,0.354
02HC032,1974-02-28,0.283
02HC032,1974-03-01,0.328
02HC032,1974-03-02,0.402
02HC032,1974-03-03,0.538
02HC032,1974-03-04,7.08
02HC032,1974-03-05,13
02HC032,1974-03-06,9.54
02HC032,1974-03-07,9.03
02HC032,1974-03-08,4.3
02HC032,1974-03-09,2.7
02HC032,1974-03-10,2.26
02HC032,1974-03-11,1.59
02HC032,1974-03-12,1.13
02HC032,1974-03-13,1.08
02HC032,1974-03-14,0.934
02HC032,1974-03-15,0.835
02HC032,1974-03-16,0.731
02HC032,1974-03-17,0.612
02HC032,1974-03-18,0.68
02HC032,1974-03-19,0.595
02HC032,1974-03-20,0.552
02HC032,1974-03-21,0.504
02HC032,1974-03-22,0.479
02HC032,1974-03-23,0.456
02HC032,1974-03-24,0.43
02HC032,1974-03-25,0.408
02HC032,1974-03-26,0.396
02HC032,1974-03-27,0.439
02HC032,1974-03-28,0.399
02HC032,1974-03-29,0.419
02HC032,1974-03-30,0.396
02HC032,1974-03-31,0.377
02HC032,1974-04-01,0.453
02HC032,1974-04-02,1.73
02HC032,1974-04-03,2.03
02HC032,1974-04-04,7.7
02HC032,1974-04-05,3.51
02HC032,1974-04-06,2.07
02HC032,1974-04-07,1.65
02HC032,1974-04-08,1.4
02HC032,1974-04-09,1.1
02HC032,1974-04-10,0.917
02HC032,1974-04-11,0.847
02HC032,1974-04-12,0.867
02HC032,1974-04-13,1.21
02HC032,1974-04-14,1.34
02HC032,1974-04-15,2.24
02HC032,1974-04-16,1.31
02HC032,1974-04-17,1.02
02HC032,1974-04-18,0.852
02HC032,1974-04-19,0.753
02HC032,1974-04-20,0.665
02HC032,1974-04-21,0.614
02HC032,1974-04-22,0.677
02HC032,1974-04-23,1.3
02HC032,1974-04-24,1.24
02HC032,1974-04-25,0.892
02HC032,1974-04-26,0.742
02HC032,1974-04-27,0.64
02HC032,1974-04-28,0.595
02HC032,1974-04-29,0.603
02HC032,1974-04-30,0.586
02HC032,1974-05-01,0.6
02HC032,1974-05-02,0.521
02HC032,1974-05-03,0.476
02HC032,1974-05-04,0.464
02HC032,1974-05-05,0.442
02HC032,1974-05-06,0.586
02HC032,1974-05-07,0.595
02HC032,1974-05-08,0.538
02HC032,1974-05-09,1.1
02HC032,1974-05-10,1.19
02HC032,1974-05-11,0.779
02HC032,1974-05-12,2.41
02HC032,1974-05-13,2.92
02HC032,1974-05-14,1.55
02HC032,1974-05-15,1.36
02HC032,1974-05-16,1.43
02HC032,1974-05-17,4.28
02HC032,1974-05-18,2.08
02HC032,1974-05-19,1.29
02HC032,1974-05-20,0.977
02HC032,1974-05-21,0.793
02HC032,1974-05-22,0.694
02HC032,1974-05-23,0.643
02HC032,1974-05-24,0.541
02HC032,1974-05-25,0.481
02HC032,1974-05-26,0.467
02HC032,1974-05-27,0.47
02HC032,1974-05-28,0.45
02HC032,1974-05-29,0.521
02HC032,1974-05-30,0.481
02HC032,1974-05-31,0.428
02HC032,1974-06-01,0.385
02HC032,1974-06-02,0.34
02HC032,1974-06-03,0.303
02HC032,1974-06-04,0.297
02HC032,1974-06-05,0.224
02HC032,1974-06-06,0.224
02HC032,1974-06-07,0.198
02HC032,1974-06-08,0.181
02HC032,1974-06-09,0.167
02HC032,1974-06-10,0.161
02HC032,1974-06-11,0.156
02HC032,1974-06-12,0.127
02HC032,1974-06-13,0.125
02HC032,1974-06-14,0.125
02HC032,1974-06-15,0.193
02HC032,1974-06-16,0.36
02HC032,1974-06-17,0.32
02HC032,1974-06-18,0.249
02HC032,1974-06-19,0.286
02HC032,1974-06-20,0.365
02HC032,1974-06-21,0.297
02HC032,1974-06-22,0.235
02HC032,1974-06-23,0.198
02HC032,1974-06-24,0.176
02HC032,1974-06-25,0.161
02HC032,1974-06-26,0.164
02HC032,1974-06-27,0.17
02HC032,1974-06-28,0.142
02HC032,1974-06-29,0.173
02HC032,1974-06-30,0.218
02HC032,1974-07-01,0.215
02HC032,1974-07-02,0.181
02HC032,1974-07-03,0.195
02HC032,1974-07-04,0.337
02HC032,1974-07-05,0.252
02HC032,1974-07-06,0.218
02HC032,1974-07-07,0.184
02HC032,1974-07-08,0.159
02HC032,1974-07-09,0.139
02HC032,1974-07-10,0.13
02HC032,1974-07-11,0.085
02HC032,1974-07-12,0.082
02HC032,1974-07-13,0.071
02HC032,1974-07-14,0.099
02HC032,1974-07-15,0.093
02HC032,1974-07-16,0.125
02HC032,1974-07-17,0.085
02HC032,1974-07-18,0.026
02HC032,1974-07-19,0.04
02HC032,1974-07-20,0.11
02HC032,1974-07-21,0.071
02HC032,1974-07-22,0.091
02HC032,1974-07-23,0.065
02HC032,1974-07-24,0.071
02HC032,1974-07-25,0.071
02HC032,1974-07-26,0.076
02HC032,1974-07-27,0.076
02HC032,1974-07-28,0.071
02HC032,1974-07-29,0.074
02HC032,1974-07-30,0.079
02HC032,1974-07-31,0.074
02HC032,1974-08-01,0.074
02HC032,1974-08-02,0.076
02HC032,1974-08-03,0.076
02HC032,1974-08-04,0.079
02HC032,1974-08-05,0.074
02HC032,1974-08-06,0.074
02HC032,1974-08-07,0.068
02HC032,1974-08-08,0.065
02HC032,1974-08-09,0.065
02HC032,1974-08-10,0.065
02HC032,1974-08-11,0.062
02HC032,1974-08-12,0.062
02HC032,1974-08-13,0.079
02HC032,1974-08-14,0.071
02HC032,1974-08-15,0.071
02HC032,1974-08-16,0.062
02HC032,1974-08-17,0.062
02HC032,1974-08-18,0.062
02HC032,1974-08-19,0.059
02HC032,1974-08-20,0.062
02HC032,1974-08-21,0.059
02HC032,1974-08-22,0.057
02HC032,1974-08-23,0.062
02HC032,1974-08-24,0.068
02HC032,1974-08-25,0.065
02HC032,1974-08-26,0.062
02HC032,1974-08-27,0.074
02HC032,1974-08-28,0.068
02HC032,1974-08-29,0.068
02HC032,1974-08-30,0.068
02HC032,1974-08-31,0.068
02HC032,1974-09-01,0.065
02HC032,1974-09-02,0.065
02HC032,1974-09-03,0.079
02HC032,1974-09-04,0.068
02HC032,1974-09-05,0.065
02HC032,1974-09-06,0.062
02HC032,1974-09-07,0.062
02HC032,1974-09-08,0.062
02HC032,1974-09-09,0.065
02HC032,1974-09-10,0.062
02HC032,1974-09-11,0.062
02HC032,1974-09-12,0.065
02HC032,1974-09-13,0.071
02HC032,1974-09-14,0.071
02HC032,1974-09-15,0.068
02HC032,1974-09-16,0.068
02HC032,1974-09-17,0.079
02HC032,1974-09-18,0.091
02HC032,1974-09-19,0.074
02HC032,1974-09-20,0.074
02HC032,1974-09-21,0.071
02HC032,1974-09-22,0.071
02HC032,1974-09-23,0.071
02HC032,1974-09-24,0.071
02HC032,1974-09-25,0.076
02HC032,1974-09-26,0.076
02HC032,1974-09-27,0.074
02HC032,1974-09-28,0.085
02HC032,1974-09-29,0.105
02HC032,1974-09-30,0.085
02HC032,1974-10-01,0.085
02HC032,1974-10-02,0.085
02HC032,1974-10-03,0.085
02HC032,1974-10-04,0.082
02HC032,1974-10-05,0.079
02HC032,1974-10-06,0.076
02HC032,1974-10-07,0.079
